Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Science-Technology	Miranda, Ariel, Umbriel, Titania, Oberon, Caliban, and Sycorax are names of the icy moons of this planet.	Uranus	Jupiter	Saturn	Venus	Uranus
Science-Technology	The popular chat room abbreviation asl or a/s/l stands for age, sex, and location.	True	False			True
Science-Technology	An icon or animation to represent a participant used in Internet chat and games is referred to as this.	Bitmap	Cookie	Applet	Avatar	Avatar
Science-Technology	If you and I are chatting over the Internet and I write LOL, that means that I am doing this.	Crying	Laughing	Sleeping	Eating	Laughing
Science-Technology	The terms smiley and emoticon refer to one and the same thing.	True	False			True
Science-Technology	http://www.123facts.com/ is referred to as this.	TCP	WAP	URL	USB	URL
Science-Technology	One of the following pairs (chat abbreviation - its  meaning) is wrong.	BRB - Be Right Back	ATM - At The Moment	TTYL - To Tell You a Lie	TIA - Thanks In Advance	TTYL - To Tell You a Lie
Science-Technology	One of these things will not help you to get in touch with your neighbours PC.	Hub	Router	Cache server	Network card	Cache server
Science-Technology	If they call me a newbie then I am new to the Internet; and/or new to the subject in general.	False	True			True
Science-Technology	In chat jargon, the emoticon  [8-] refers to this person.	Elvis	Ronald Regan	Frankenstein	The Pope	Frankenstein
Science-Technology	The medical term cardio, deriving from a Greek word, refers to which organ of the human body?	Brain	Liver	Lungs	Heart	Heart
Science-Technology	The term arthro is of Greek origin. It refers to which part of the body?	Head	Skin	Bone	Joint	Joint
Science-Technology	Gastro is a common medical prefix, derived from the Greek word gastros which means what?	Gas	Brain	Cell	Stomach	Stomach
Science-Technology	The word hepato, which derives from Greek, refers to the kidney.	False	True			False
Science-Technology	Erythrocytes are a type of blood cells, consisting mainly of hemoglobin. What does the word erythro mean?	Red	Knowledge	Cell	White	Red
Science-Technology	The term thrombo, which comes from Greek, refers to a blood clot.	False	True			True
Science-Technology	The word adeno, deriving from Greek, refers to which to what body part?	Flesh	Brain	Gland	Kidney	Gland
Science-Technology	The two terms nephro and ren both refer to the kidneys.	True	False			True
Science-Technology	Onco, coming from the Greek word onkos refers to what?	Ear	Nerve	Eye	Tumor	Tumor
Science-Technology	The food colorants, cochineal and carmine, are made from what?	Frogs	A kind of insect	FDC Red Dye #40	None of these	A kind of insect
Science-Technology	Jell-O, the popular gelatin dessert, is made in part, from what?	Bones and hides	Red ants	None of these	Horses and cows hooves	Bones and hides
Science-Technology	Twinkies, the sponge cake with creamy filling, created by Hostess, have an indefinite shelf life.	True	False			False
Science-Technology	Which of these statements, related to the effects of eating turkey, is true?	Turkey slows your metabolic rate which makes you drowsy	A turkey makes you sleepy as it contains the natural sedative L-tryptophan	Increased blood flow to the gastrointestinal tract makes one drowsy	None of these	None of these
Science-Technology	The traditional Japanese dish, sushi, is always made with raw fish.	True	False			False
Science-Technology	What food results in negative calories when eaten?	Carrots	Celery	All of these	Radishes	All of these
Science-Technology	Chop Suey, a pasta dish consisting of short noodles, was originally made and served in which country?	Thailand	USA	China	Vietnam	USA
Science-Technology	Gatorade, a non-carbonated sports drink, was invented by researchers at the University of Florida and named in honor of the Florida Gators, the schools football team.	False	True			True
Science-Technology	In 2003, the FDA issued a warning about a possible connection between green onions and which disease?	None of these	Gall stones	Hepatitis A	Cancer	Hepatitis A
Science-Technology	In the USA, the color of the plastic tags, used to seal bread bags, indicates on what day the loaves were baked.	True	False			True
Science-Technology	Death of heart tissues due to loss of blood supply correctly describes the condition known as Myocardial Infarction.	True	False			True
Science-Technology	This progressive generative disease of the brain results in loss of cognitive ability and uncontrolled movements, called chorea, the Greek word for dance.	Alzheimers Disease	Myasthenia Gravis	Multiple Sclerosis	Huntingtons Disease	Huntingtons Disease
Science-Technology	Which of these is best describes the cause of Parkinsons disease?	A brain injury	Changes in the myelin sheath of the neuron	Decreased blood flow to the brain	A decrease in a neurotransmitter	A decrease in a neurotransmitter
Science-Technology	If your physician tells you that you have Presbycusis due to the normal process of aging, he may suggest that you need which of these?	Dentures	Glasses	A wheelchair	Hearing aid	Hearing aid
Science-Technology	Which of these medical terms means difficulty in swallowing.	dyspepsia	dysuria	dyspnea	dysphagia	dysphagia
Science-Technology	Does the condition known as Hypoglycemia imply that blood sugar levels in the body are too high?	Yes	No			No
Science-Technology	If you have hyperthyroidism, your body is overproducing what hormone?	Estrogen	Thyroxine	Glucagon	Thyrocalcitonin	Thyroxine
Science-Technology	Which of these most accurately describes the medical term, necrosis?	Irregular heartbeat	Death of living tissue	Decrease in white blood cells	Liver damage	Death of living tissue
Science-Technology	Your physician has ordered an electroencephalogram (EEG), the graphic recording of the electrical activity of what organ?	Muscles	Liver	Heart	Brain	Brain
Science-Technology	In the US, what was the average street cost of a lid (3/4 ounce bag) of marijuana in the mid 1970s?	$20.00	$10.00	$15.00	$5.00	$15.00
Science-Technology	Marijuana is known by many names, including all of these but one. Which is the odd name?	Mary Jane	Weed	Pot	Janu	Janu
Science-Technology	What is marijuanas primary active ingredient?	THC	TCB	TAC	TBC	THC
Science-Technology	How many different chemicals can be found in marijuana?	150	Less than 5	More than 400	200	More than 400
Science-Technology	According to anonymous researches, conducted in the USA in 2002, most teenagers aged 12-17 have at least tried Marijuana.	False	True			False
Science-Technology	Which side effect is not related to the use of marijuana?	Silly and causeless giggling	Red, bloodshot eyes	Dizziness and staggering	Violent behaviour	Violent behaviour
Science-Technology	Marijuana is produced from parts of the male cannabis plants.	True	False			False
Science-Technology	With the passage of the Marijuana Tax Act, the United States effectively banned recreational and medicinal use of cannabis. What year was this act adopted?	1945	1937	1972	1965	1937
Science-Technology	By amending its Opium Act in 1976, the government of which country decided to treat possession of up to 30 grams of marijuana as an activity not for prosecution, detection or arrest?	Columbia	Holland	Canada	USA	Holland
Science-Technology	What US state enacted Proposition 215, the Compassionate Use Act, which allowed sick and dying patients to legally use marijuana for medicinal purposes?	Alabama	Hawaii	California	Ohio	California
Science-Technology	The sphygmomanometer is a device invented by Samuel Siegfried Karl Ritter von Basch, used to measure what?	Blood pressure	Myopia	Intensity of headaches	Heart murmurs	Blood pressure
Science-Technology	This disorder, from a Greek word meaning failure to put in order, is characterised by lack of muscular coordination, and often occurs when parts of the nervous system which control movement are damaged.	Narcolepsy	Dyslexia	Hyperkinesis	Ataxia	Ataxia
Science-Technology	This disorder is the abnormal accumulation of cerebrospinal fluid in the ventricles of the brain.	Spina bifida	Multiple sclerosis	Epilepsy	Hydrocephalus	Hydrocephalus
Science-Technology	Tourette syndrome is a neurological disorder, characterized by tics -- involuntary, rapid, movements or vocalizations.	False	True			True
Science-Technology	This is the colloquial equivalent of the medical term Herpes zoster, which is used to define a condition, caused by the varicella zoster virus.	Cold sores	Sementia	Mumps	Shingles	Shingles
Science-Technology	Pre-eclampsia, thought to be caused by inflammatory mediators, is a medical condition associated with which of these?	Pregnancy	Eye infections	Brain tumor	Bronchitis	Pregnancy
Science-Technology	Down Syndrome, named after Dr. John Langdon Down, is actually a chromosomal defect.	True	False			True
Science-Technology	What medical term is synonym of jaundice, a condition characterized by yellowing of the skin, sclera and mucous membranes?	Icterus	Ascites	Anorexia	Nausea	Icterus
Science-Technology	The presence of gallstones in the gallbladder is defined by what medical term?	Dysentery	Hepatitis	Cholelithiasis	Cirrhosis	Cholelithiasis
Science-Technology	Arthralgia is a severe heart disorder.	False	True			False
Science-Technology	The term encephalon, defined as the brain of a vertebrate, derives from a Greek word which means what?	In the mind	Forehead	In the backbone	In the head	In the head
Science-Technology	Carcino is a word of Greek origin which refers to the small intestines.	True	False			False
Science-Technology	The term blepharo derives from a Greek word and refers to which part of the body?	Artery	Larynx	Eyelid	Lungs	Eyelid
Science-Technology	An inguinal hernia occurs in the groin, the area between the abdomen and thigh.	False	True			True
Science-Technology	Which of these medical terms refers to air passages in the lungs?	Neurons	Axons	Terminals	Bronchial tubes	Bronchial tubes
Science-Technology	The word phlebo is of Greek origin, which comes from the root phlein, meaning to gush or to overflow.  What part of the body does this word refer to?	Aorta	Arteries	Capillaries	Veins	Veins
Science-Technology	The medical prefix bucco refers to which part of the head?	Forehead	Eye	Cheek	Nose	Cheek
Science-Technology	The medical prefix oophoro, which derives from Greek, refers to which part of the body?	Muscle	Uterus	Abdomen	Ovary	Ovary
Science-Technology	The prefix neuro, which in Greek means sinew or string, is related to the nervous system.	True	False			True
Science-Technology	The prefix of Greek origin, oto is used in medical terminology to refer to what body part?	Nose	Mouth	Ear	Eye	Ear
Science-Technology	Scientists differentiate what three basic types of memory, based on the duration of memory retention?	Episodic memory, procedural memory, and semantic memory	Temporary memory, average memory, and permanent memory	Momentary memory, short-term memory, and permanent memory	Sensory memory, short-term memory, and long-term memory	Sensory memory, short-term memory, and long-term memory
Science-Technology	To which of these essential human abilities is memory closely related?	All of these	Learning	Understanding	Speaking	All of these
Science-Technology	Procedural Memory, a category of the long-term memory, refers to which of these basic human abilities?	The ability to gain and store general knowledge and information	The ability to consciously retrieve stored facts and information	The artistic and creative abilities	The ability to acquire and develop skills	The ability to acquire and develop skills
Science-Technology	Typically, how many random items can human short-term memory store?	3-4	9-11	6-8	15-17	6-8
Science-Technology	Déjà Vu is one of the curios brain phenomenon. Which of these most accurately describes the term?	A sensation of something seen or experienced before	A spontaneous involuntary creation of a false memory	A sudden flash of a long forgotten memory	The feeling that something familiar was never seen before	A sensation of something seen or experienced before
Science-Technology	Nearly everybody has experienced the tip-of-the-tongue situation when one is eagerly trying to think of a relatively familiar fact, name or word and is just about to recall it, but it constantly eludes him.  What is the explanation of this strange experience?	Aging brain cells	Mineral deficiency	Unpleasant experience associated with the memory	Another item is blocking the recollection	Another item is blocking the recollection
Science-Technology	Which of these most accurately explains the controversial issue of  false memories?	Memories formed under the influence of misleading suggestions and clues	None of these	Memories lacking coherent and logical rationale	Memories causing false sensations	Memories formed under the influence of misleading suggestions and clues
Science-Technology	One of the most basic characteristics of our memory is the ability to forget, which is considered to be this type of function.	Developing function	Adaptive function	Cognitive function	Protective function	Adaptive function
Science-Technology	Amnesia, the loss of significant amount of important information, is a memory impairment which happens as a result of which of these?	Specific malfunctions in the brain	Physical injury	Psychological trauma	All of these	All of these
Science-Technology	In the study of memory, what does the term mnemonist refer to?	Individual with exceptional memory	Individual with severe memory disorders	Individual who tends to create false memories	Individual who has recovered from amnesia	Individual with exceptional memory
Science-Technology	What is the main cause for most pandemics in history?	The domestication of animals	Human negligence	Genetic experiments	The bad hygiene of the people	The domestication of animals
Science-Technology	During which war did the first known pandemic take place?  It dates back to 430 BC.	The Peloponnesian War	The Punic Wars	The Persian Wars	The Trojan War	The Peloponnesian War
Science-Technology	Which Roman emperor died of Antonine plague? This plague was actually named after him.	Marcus Aurelius	Vespasian	Claudius	Augustus	Marcus Aurelius
Science-Technology	Is there a cure for the plague?	Yes	No			Yes
Science-Technology	At this stage of the plague, one of the the symptoms is the presence of black patches on the skin.	Plague of Justinian	Septicemic Plague	Pneumonic Plague	Bubonic Plague	Septicemic Plague
Science-Technology	This disease had 7 pandemics and is still causing epidemics.	Plague	Cholera	Typhus	Influenza	Cholera
Science-Technology	This terrible disease killed as much as 5% of the worlds population and affected almost 20% in just six months.	Spanish Flu	Measles	Bubonic plague	Cholera	Spanish Flu
Science-Technology	The smallpox isnt dangerous.	True	False			False
Science-Technology	Which of these countries did cholera affect most?	USA	Italy	Russia	France	Russia
Science-Technology	Cancer is considered a pandemic.	False	True			False
Science-Technology	This is one of the most common health problems that comes from being overweight.	Fainting	High blood pressure	Vertigo	Low blood pressure	High blood pressure
Science-Technology	In the USA, obesity is the second leading cause of preventable death after this one.	Stress	Drugs	Pollution	Smoking	Smoking
Science-Technology	How many people are overweight around the world?	More than 3 million	More than 1 million	More than 5 million	More than 1 billion	More than 1 billion
Science-Technology	When starting a diet you have to consume at least this number of calories per day, otherwise you will lose muscle.	2000	1000	1500	1200	1200
Science-Technology	Which of the following has the most fat?	Cottage Cheese	Feta	American Blue Cheese	Parmesan	American Blue Cheese
Science-Technology	Body Mass Index (BMI) is the relation between body mass and height.  If your BMI is in this range then you are considered overweight.	25 to 29.9	20 to 24.9	15 - 19.9	10 - 14.9	25 to 29.9
Science-Technology	This is the most recommended activity that helps prevent or fight obesity.	Quitting alcohol	Getting exercise	Eating salads only	Drinking a lot of water	Getting exercise
Science-Technology	At what time in a womans life is she most likely to gain the most weight?	After the age of 60	During pregnancy	Before her menstruation	During menopause	During pregnancy
Science-Technology	Women become overweight easier than men.	False	True			True
Science-Technology	What does being obese in some countries with food shortages symbolizes?	Wealth	Wisdom	Divinity	Well-being	Wealth
Science-Technology	Jason has 3 quarters, 8 nickels, 6 dimes and 3 pennies. How much money does he have?	$0.35	$1.78	$2.58	$1.93	$1.78
Science-Technology	What is the next number in the following sequence: 42, 48, 54, __?	64	50	58	60	60
Science-Technology	In the following division problem, the quotient is 2: 	True	False			True
Science-Technology	6 is a multiple of 2 and 3, 9 is a multiple of 3 only, 10 is a multiple of 5 and what other number?	10	2	15	5	2
Science-Technology	How would you write 236,598 out in words?	Two million, thirty-six thousand, five hundred ninety-eight	Two hundred, thirty-six thousand, five hundred ninety-eight	Three hundred, thirty-six thousand, six hundred ninety-eight	Two hundred, three thousand, five hundred ninety-seven	Two hundred, thirty-six thousand, five hundred ninety-eight
Science-Technology	The eyes of males are bigger than those of females.	False	True			True
Science-Technology	The eyes of a baby weigh about 1/400 of its entire body mass. How much do the eyes of an adult weigh?	1/1000 of the body mass	1/4000 of the body mass	1/20000 of the body mass	1/10000 of the body mass	1/4000 of the body mass
Science-Technology	An adult salivates this much per day, on average.	2 liters (1/2 gallons)	0.1 liters (0.026gallons)	1 liter (1/4 gallons)	1.2 liters (0.32 gallons)	1 liter (1/4 gallons)
Science-Technology	How long are the intestines of an average adult? (large and small)	approx 1-2 meters (3-6.5 feet)	approx 19-20 meters (62-65 feet)	approx 8-9 meters (26-29.5 feet)	approx 15-16 meters (49-52.5 feet)	approx 8-9 meters (26-29.5 feet)
Science-Technology	The growth hormone is released from this gland.	Pancreas	Hypophysis	Adrenal Gland	Pineal Gland	Hypophysis
Science-Technology	How many teeth does an average human have?	28	29	34	32	32
Science-Technology	What can microexpressions, a type of tiny fleeting facial expressions, help you understand about the person you are talking with?	Their real attitude towards the topic	Their emotional state	Whether they are telling the truth or not	All of these	All of these
Science-Technology	Which one of these statements about facial microexpressions is not true?	Microexpressions are involuntary.	Microexpressions can be controlled with certain types of chemicals.	Microexpressions contain much more information than common expressions.	Microexpressions can be easily read by any person.	Microexpressions can be easily read by any person.
Science-Technology	Kismet, a complicated technological achievement, is a very important step in the understanding of human facial expressions and their role in socialising. What is actually Kismet?	A technique for enhancing the ability of the face to conduct emotions	A set of tiny devices implanted under the skin, which detect microexpressions	A sociable humanoid robot	An advanced computer system, designed to analyze microexpressions	A sociable humanoid robot
Science-Technology	What British naturalist published the first major scientific study on facial communication in 1872?	Leonardo Da Vinci	Alfred Brehm	James Edward Smith	Charles Darwin	Charles Darwin
Science-Technology	In medicine, which of these brain disorders does the term prosopagnosia refer to?	The inability to express emotions	Misinterpretation of basic human expressions	Total indifference to others expressions	The Inability to recognize faces	The Inability to recognize faces
Science-Technology	In which of these countries is showing negative facial expressions considered impolite and is therefore avoided?  Negative expressions are instead usually masked with smile or laughter.	Peru	Kenya	Indonesia	Japan	Japan
Science-Technology	What emotional state does the gesture of narrowed eyes convey?	Threat, distrust	Satisfaction, joy	Sadness, frustration	Anger, excitement	Threat, distrust
Science-Technology	Experiments prove that men are usually better at decoding facial expressions than women.	True	False			False
Science-Technology	Laughter is one of the first expressions of emotions babies learn to convey.  At about what age do babies start to laugh?	12 months	7 months	18 months	4 months	4 months
Science-Technology	This organ contains many bacteria, which begin to digest surrounding organs immediately after death.	Liver	Stomach	Intestines	Rectum	Intestines
Science-Technology	A large number of flies can appear around a dead body within the first 24 hours of death.  This is mainly because the flies lay eggs on the body, this multiplying their numbers.	True	False			True
Science-Technology	In average conditions, approximately how many hours does it take for the dead bodys temperature to equalize with the surrounding environment?	12	48	26	24	24
Science-Technology	Which of the following happens three days after the moment of death?	The body starts to shrink	The body starts to emit smell	The body starts to swell	The nails are so loose that they can be pulled off	The body starts to swell
Science-Technology	Because of the substance present in these structures of the human body, they can be preserved for centuries avoiding decomposition.	Teeth	Nails	Eyelashes	Eyeballs	Teeth
Science-Technology	Which part of the body is decomposed last, but before the bones?	Cartilages	Hair	Nails	Gall Bladder	Hair
Science-Technology	The term rigor mortis means this.	Stiffness of death	Swollen corpse	Blue corpse	Blue death	Stiffness of death
Science-Technology	The skin goes purple and waxy about one hour from time of death.	False	True			False
Science-Technology	A death erection is a post-mortem erection which occurs when a male individual dies vertically or face-down.  What causes this condition?	Having intercourse before death	Gravity causes the genitalia to fill up with blood	The body swells up	Bladder and Intestines empty	Gravity causes the genitalia to fill up with blood
Science-Technology	The face of the person becomes difficult to recognize 24 hours after death.	False	True			True
Science-Technology	Due to this, there is almost no atmosphere on the Moon.	Lack of oxygen	Cold temperature	Excessive sunshine	Weak gravity	Weak gravity
Science-Technology	The side of the Moon that we see is this.	Different every night	Different every two weeks	Different every month	The same every night	The same every night
Science-Technology	The distance between the Moon and the Earth is approximately this much.	238,897 miles (384,467km)	62,000 miles (100,000km)	155,342 miles (250,000 km)	260,975 miles (420,000 km)	238,897 miles (384,467km)
Science-Technology	The Moon is changing its position it relation to the Earth. In what way?	Getting closer	Moving along the Earths Y axis	Moving away	Moving along the Earths X axis	Moving away
Science-Technology	Which factor ensures that many of the craters on the Moons surface remain well preserved in comparison to those on Earth?	The strong solar rays	The rotating movement	The lack of atmosphere	The influence of Earths gravity	The lack of atmosphere
Science-Technology	When was the Moon formed?	About 5.7 billion years ago	About 4.5 billion years ago	About 300,000 years ago	About 1 billion years ago	About 4.5 billion years ago
Science-Technology	Moons shape is not quite round. What does it resemble?	Egg	Kiwi	Pear	Lemon	Egg
Science-Technology	A compass cannot be used on the Moon.  What factor is responsible for this?	Lack of a magnetic field	Influence of Earths gravity	Asteroid impacts	Lack of gravity on the Moon	Lack of a magnetic field
Science-Technology	The Moon is taken into consideration when calculating the day of this religious celebration.	Thanksgiving	Memorial Day	Christmas	Easter	Easter
Science-Technology	The Moons diameter is approximately this long.	2,796 miles (4,500 km)	2,154 miles (3,476 km)	5,567 miles (8,960 km)	7,145 miles (11,500 km)	2,154 miles (3,476 km)
Science-Technology	A large exposition at the Royal Observatory, Greenwich is devoted to horology, a science that studies what?	time	navigation	lenses	comets	time
Science-Technology	These animals are the subject of study of coleopterology, which is a subfield of entomology.	jaguars	tigers	snakes	beetles	beetles
Science-Technology	A King Cobra and a frog would be subjects of study of what science?	autecology	astacology	reptology	herpetology	herpetology
Science-Technology	This species, considered to have colonized almost every landmass on Earth, is studied by myrmecology.	bees	ants	flies	hornets	ants
Science-Technology	This material on the surface of a lithosphere is the subject of study of pedology.	turf	rock	rain	soil	soil
Science-Technology	This country, known for the worlds longest continuously used written language system, is the subject of study of sinology.	China	Singapore	Japan	Korea	China
Science-Technology	What national symbols are subject of study of vexillology?	flags	seals	national emblems	coat of arms	flags
Science-Technology	What is the subject of study of thanatology, personified in Greek mythology by Thanatos?	death	plague	birth	grave	death
Science-Technology	This astral body, known as Earths only natural satellite, is the subject of study selenology.	Sun	Venus	Jupiter	Moon	Moon
Science-Technology	This contractile tissue of the body is the subject of study of myology.	blood cells	bones	hairs	muscles	muscles
Science-Technology	What term is used to designate a hurricanes calm, low-pressure center around which winds of high velocity spin?	Outer rim	Eye wall	Rain bands	Eye	Eye
Science-Technology	A swallow hole is an unnatural depression in earths surface formed by the collapse of a large building.	True	False			False
Science-Technology	What term refers to electric power produced by running or falling water?	Nuclear power	Aquatic power	Hydrothermal power	Hydroelectric power	Hydroelectric power
Science-Technology	What term do scientists use to denote the gradual warming of the planet due to absorption of infrared radiation by the atmosphere?	Greenhouse effect	Ozone depletion	Atmospheric termoincrease	Global dimming	Greenhouse effect
Science-Technology	The geological area called The Ring of Fire is located along the borders of the Pacific Ocean.	False	True			True
Science-Technology	Will two tectonic plates sliding away from each other result in an earthquake?	Yes	No			Yes
Science-Technology	Sinkholes, natural depressions in the surface topography, may vary largely in size.	True	False			True
Science-Technology	There are many different theories of how the Milky Way galaxy was born.	True	False			True
Science-Technology	These biological poisons damage bio systems on contact. The injuries they cause resemble burns.	Oxidizers	Halides	Corrosives	Neurotoxins	Corrosives
Science-Technology	Arsenic poisoning mainly disrupts this system.	Cardiovascular system	Digestive system	Endocrine system	Nervous system	Digestive system
Science-Technology	Poisoning by this substance is often referred to as painters colic.	Lead	Thallium	Barium	Chromium	Lead
Science-Technology	Nicotine can be found in tomatoes, potatoes, green peppers, coca plants and tobacco.	True	False			True
Science-Technology	Troops who are likely to be attacked with chemical weapons often carry auto-injectors with this substance.	Solanine	Digoxin	Digitoxin	Atropine	Atropine
Science-Technology	Strychnine poisoning produces some of the most terrifying and painful symptoms imaginable.	False	True			True
Science-Technology	Three of these snakes produce venom, lethal to humans.  Which one does not?	King Cobra	Desert Kingsnake	Mamba	Rattlesnake	Desert Kingsnake
Science-Technology	In medical parlance, what is an A-line?	Anatomic line	Analog line	Afferent line	Arterial line	Arterial line
Science-Technology	After reading the following, what will a doctor conclude? Pt presents 3 d S/P TURP, with c/o HA x 2 d.	The patient has a headache.	The patient recently had abdominal surgery.	The patient has no current complaints.	The patient is female.	The patient has a headache.
Science-Technology	What do abbreviations Rx, Tx, Hx and Sx mean?	Pharmacy, Treatment Room, Hospital and Sanitorium	Renal, Thyroid, Uterine and Splenic	Prescription, Treatment, History and Symptom	Rectal, Thyroglossal, Hepatic and Splenic	Prescription, Treatment, History and Symptom
Science-Technology	In medical jargon, what are PMH, PSH, SH and FH?	Past medical history, Past surgical history, Social history and Family history	Post-medical healing, Post-surgical healing, Surgical healing and Functional healing	Posterior middle hyoid, Posterior superior hyoid, Superficial hyoid and Foramen hyoidium	Patient mental hospital, Patient surgical hospital, Social hospital, and Female hospital	Past medical history, Past surgical history, Social history and Family history
Science-Technology	If the doctor writes, CNs 2-12 intact, which of the following would be true?	The patient is a man.	The cervical nerves are all functioning normally.	The patient is able to close and open the eyes.	All of the lymph nodes in the cervical chain are normal.	The patient is able to close and open the eyes.
Science-Technology	In medical parlance, what is an AKA?	An alcoholic	An antibiotic	The removal of a limb	A patient	The removal of a limb
Science-Technology	If the doctor orders an EKG, what part of the body is going to be examined?	Heart	Brain	Peripheral Nerves	Abdomen	Heart
Science-Technology	In medical jargon, FH: CAD (M), DM (F) implies what?	The patients mother died of an aneurysm, and the patients father died of a myocardial infarction.	The patients mother had a stroke, and the patients father had diabetes mellitus.	The patients mother had heart disease and the patients father had diabetes.	The patients mother was an engineer and the patients father was a computer programmer.	The patients mother had heart disease and the patients father had diabetes.
Science-Technology	In medical terms, what is a CVA?	An aneurysm	A type of accountant	A heart attack	A stroke	A stroke
Science-Technology	At a party, a doctor asked a nurse: Are you an RN or an LPN?  The nurse replied: Im an RN. I got my BSN at Georgetown. Are you an MD or a DO?  The doctor replied: Im a DO. Which of the following statements can be concluded from this conversation?	The doctor is going to get lucky tonight.	The doctor is not really a doctor at all.	The doctor was trained in osteopathic manipulation.	The doctor is a chiropractor.	The doctor was trained in osteopathic manipulation.
Science-Technology	If you were taking a course in entomology, what would you be studying?	Rocks	Snakes	Mold	Insects	Insects
Science-Technology	This science studies signs, both individually and grouped in sign systems.	Anthology	Semiology	Linguistics	Theology	Semiology
Science-Technology	Etymologists study the history of languages and how the forms and meanings of different words changed.	True	False			True
Science-Technology	What part of the human body does the science periodontics study?	Gums and mouth	Eyes	Finger and toes	Ears	Gums and mouth
Science-Technology	Ichthyology is the study of biting insects such a fleas, mosquitoes and wasps.	False	True			False
