Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
History	These became more advanced and more popular in the 1990, with some of the most influential ones being  the Super Nintendo Entertainment System, the Sony Playstation, and the Sega Dreamcast.	Dating sites	Virtual reality systems	Video Game consoles	Computer games	Video Game consoles
History	The Punic Wars were a series of three wars fought between these two powers.	Rome and Athens	Athens and Sparta	Carthage and Athens	Rome and Carthage	Rome and Carthage
History	The 1938 incorporation of Austria in Greater Germany under the Nazi Regime is known as this.	Ansatz	Abwer	Anschluss	Ahnentafel	Anschluss
History	Henry Kissinger held this US post from 1974 to 1977.	President of the Senate	Speaker of the House of Representatives	National Security Advisor	Secretary of State	Secretary of State
History	One of these cities has been Japans capital in the past.	Kyoto	Yokohama	Hiroshima	Osaka	Kyoto
History	Anne of Austria was the mother of Louis XIV of France (the Sun King).	True	False			True
History	Valeria Messalina was the third wife of this Roman emperor.	Caligula	Tiberius	Nero	Claudius	Claudius
History	Philip II of France, Richard I of England and Frederick I led this campaign.	Childrens Crusade	Albigensian Crusade	Fourth Crusade	Third Crusade	Third Crusade
History	Yu the Great was the legendary first Chinese monarch of this dynasty.	Xia Dynasty	Qing (Manchu) Dynasty	Ming Dynasty	Yuan Dynasty	Xia Dynasty
History	This German general was nicknamed The Desert Fox due to the skillful military campaigns he waged in North Africa, during World War II.	Erwin Rommel	Hermann Goring	George Patton	Bernard Montgomery	Erwin Rommel
History	The term Blitzkrieg, referring to swift, sudden military offensive, is translated as Thunder War.	False	True			False
History	How many landing beaches were there in the 1944 Normandy Invasion, known as Operation Overlord?	Four	Six	Five	Three	Five
History	What was the name of the first jet-powered fighter used in World War II?	P-51	Hurricane	Me-262	MIG-3	Me-262
History	Which member of the Nazi Party was known as Adolph Hitlers first architect of the Third Reich?	Rudolph Hess	Albert Speer	Hermann Goring	Joseph Mengele	Albert Speer
History	The British evacuation from which French port was codenamed Operation Dynamo, in 1940?	Brest	Cherbourg	Dunkirk	Toulon	Dunkirk
History	Which American politician said the following about liberty: They that can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety.”?	Benjamin Franklin	Thomas Jefferson	Abraham Lincoln	George Washington	Benjamin Franklin
History	Which US President delivered the following words: Ask not what your country can do for you, ask what you can do for your country.?	William J. Clinton	Franklin D. Roosevelt	Abraham Lincoln	John F. Kennedy	John F. Kennedy
History	Which US President said these words: A democracy is nothing more than mob rule, where fifty-one percent of the people may take away the rights of the other forty-nine.?	Abraham Lincoln	Thomas Jefferson	Benjamen Franklin	John F. Kennedy	Thomas Jefferson
History	Which US President made the following statement: America stands for liberty, for the pursuit of happiness and for the unalienable right for life. This right to life cannot be granted or denied by government because it does not come from the government, it comes from the creator of life.?	George W. Bush	Thomas Jefferson	John Adams	George Washington	George W. Bush
History	These words were spoken by Jed Babbin, a former deputy undersecretary of defence in the first Bush administration, on January 30, 2003: Going to war without France is like going deer hunting without an accordion. You just leave a lot of useless noisy baggage behind.	False	True			True
History	Which great American leader made the following statement: Any people anywhere, being inclined and having the power, have the right to rise up, and shake off the existing government, and form a new one that suits them better. This is a most valuable - a most sacred right - a right, which we hope and believe, is to liberate the world.”?	Benjamin Franklin	Abraham Lincoln	George Washington	Thomas Jefferson	Abraham Lincoln
History	The M1 Carbine is the most mass produced small arm weapon in the United States. Even though it was mainly produced by the Inland Division of General Motors, its design belongs to this famous company.	Winchester	Kalashnikov	GIAT Industries	Magnum Research Inc.	Winchester
History	How many Medal of Honor citations have been issued during the Vietnam War?	245	345	153	120	245
History	One of the worlds greatest generals. By  the age of 30 he ruled almost half of the world. This great leader died at the peak of his campaign at the age of 33.  His was taught by Aristotle.	Alexander The Great	Darius	Julius Caesar	Augustus	Alexander The Great
History	This Carthaginian general marched from Spain to Rome across the Alps.  14,000 of his 40,000 troops died because of the harsh climate.  Later, he won the Battle of Cannae.	Augustus	Gaius Marius	Lesius Quietus	Hannibal	Hannibal
History	His saying, Veni Vidi Vici (I came I saw I conquered) is known all over the world.  His war feats clothed him with glory giving him political power.	Marcus Antonius	Julius Caesar	Augustus	Darius	Julius Caesar
History	This American general  led the invasion of Normandy.  He was also an American president from 1953 to 1961.	Dwight Eisenhower	George S. Patton	MacArthur	William H. Simpson	Dwight Eisenhower
History	He was one of the best military officers of Russia during the World War II and involved in the taking of Berlin.	Lavr Kornilov	Georgi Zhukov	Alexander Samsonov	Nicholas Nikolaevich	Georgi Zhukov
History	The siege of Leningrad lasted just 1 month.	True	False			False
History	Along with the French general, this British general also led the campaign in Northern Africa during the World War II.  He was accused of not fighting bravely enough, after his lack of success in Operation Lightfoot.	Dwight Eisenhower	Bernard Montgomery	Georg Stumme	John White	Bernard Montgomery
History	This island was Englands first overseas colony.	Rhodes	Newfoundland	Iceland	Greenland	Newfoundland
History	In 1962 Jamaica gained full independence from the United Kingdom, but before even becoming a British colony, Jamaica was possession of this country.	Spain	Portugal	Russia	Italy	Spain
History	Barbados has never been a British colony.	True	False			False
History	Australia was officially settled in 1788 as the penal colony of New South Wales. Over the course of the 19th century this many new self-governing Crown Colonies were established on the continent.	4	5	3	12	5
History	One of  the results of the Second Anglo-Dutch War, between England and the United Netherlands, was that the city of New Amsterdam was renamed to this.	New York	New Jersey	New Mexico	New Orleans	New York
History	Sri Lanka was not considered part of the British Raj.	False	True			True
History	Slavery was outlawed in all British colonies in this year.	1812	1912	1834	1738	1834
History	On July 1, 1997, the former British colony of Hong Kong reunified with the Peoples Republic of China. This man was the last governor of Hong Kong.	Henry Tang	Chris Patten	Tung Chee Hwa	Donald Tsang	Chris Patten
History	Britain was not interested in African territories and thus has never controlled any.	False	True			False
History	What was the nickname of Tom Cruises character in Top Gun?	Goose	Iceman	Maverick	Viper	Maverick
History	What NBA team won their 16th NBA Championship title on June 8,1986?	Boston Celtics	Houston Rockets	L.A. Lakers	Chicago Bulls	Boston Celtics
History	Which of these songs was not on Bon Jovis chart-topping 1986 album Slippery When Wet?	Ill Be There for You	Never Say Goodbye	Livin on a Prayer	Wanted Dead Or Alive	Ill Be There for You
History	When this significant event took place on January 28, 1986, students worldwide saw it on live television.	A nuclear reactor at the Chernobyl nuclear plant explodes	Space Shuttle Challenger explodes	The United States Senate allows its debates to be televised	Pope John Paul II officially visits the Synagogue of Rome	Space Shuttle Challenger explodes
History	The New York Mets were World Champions in baseball in the 1986 world series.	False	True			True
History	Which one of these actors was not in the Academy Award winning Oliver Stone film Platoon?	Tom Berenger	Charlie Sheen	Johnny Depp	Tom Cruise	Tom Cruise
History	On what album released in 1986 would I find the following lyrics:	True Stories - Talking Heads	Control - Janet Jackson	Raising Hell - Run DMC	True Colors - Cyndi Lauper	Control - Janet Jackson
History	What southern sitcom, which debuted in 1986, are the following characters from: Julia, Suzanne, Mary Jo, Charlene, Anthony and Bernice?	Designing Women	Mamas Family	Its A Living	The Golden Girls	Designing Women
History	This was an attempt to establish the use of the metric system in the United States. However it was not accepted and the US never converted.	The 1975 Metric Conversion Act	IEEE Conversion RFC	The Common management interface protocol	ANSI Metric Conversions	The 1975 Metric Conversion Act
History	This suspension bridge collapsed due to resonance - a twisting pattern never seen before, took the bridge down.	The John Hancock Bridge	Willamette River Pedestrian Bridge	The Tacoma Narrows Bridge	The Golden Gate Bridge	The Tacoma Narrows Bridge
History	In early 1985 the manufacturer of this drink changed the recipe of the product, but after months of complaints, it was forced by the consumers to restore the original formula.	Coca Cola	Pepsi	Yoo-hoo	Dr. Pepper	Coca Cola
History	At the time, this was the most complex ship, employing safety measures unseen before.  She was double-bottomed and separated into 16 watertight compartments. Nevertheless, she sank on her maiden voyage.	Titanic	Britanic	Andrea Doria	The Empress of Ireland	Titanic
History	This rap artist, born Stanley Kirk Burrell was known for his lavish tours and catchy hooks.  However, his attempted restyling as a gangsta-rapper was a failure	MC Hammer	Marky Mark	Busta Rhymes	Vanilla Ice	MC Hammer
History	This aircraft was proposed by Boeing in the 80s, but never entered production due to excessive noise from its unducted fan engines and high production costs.	Spruce Goose flying boat	Boeing 7J7	Boeing Business Jet	Boeing 737	Boeing 7J7
History	This tank was built during World War II, but had weight and speed issues.  It never saw battle.	Panzerkampfwagen VIII Maus	Sturmpanzer IV Brummb�r	M3A5 Grant	Heavy Tank Charron 2C	Panzerkampfwagen VIII Maus
History	This 15,000 ton, German-built ship maintained a route from Tallinn to Stockholm.  In 1994, it sunk to the bottom of the Baltic Sea due to a badly designed bow door.	Estonia Ferry	Blak Bark of Ostend	Barge of Calais	Castor to Circe	Estonia Ferry
History	Three of these political events occurred in the 80s. Which one happened earlier?	The Collapse of the Soviet Union	The USA invades Panama	The Winter of Discontent in the UK	The Velvet Revolution in Czechoslovakia	The Winter of Discontent in the UK
History	All of these famous political leaders lost their power in the 80s, except one. Can you spot him?	Augusto Pinochet	Ceausescu	Francois Mitterrand	Gustav Husak	Francois Mitterrand
History	The AIDS epidemic was identified and named before 1980.	True	False			False
History	Mel Gibson starred in all of the following four movies. However, only one of them was produced during the 80s.  Which one?	Forever Young	Mad Max	Lethal Weapon 3	Lethal Weapon 2	Lethal Weapon 2
History	The TV-series Taxi was first released during this period.	1990s	1960s	1970s	1980s	1970s
History	One of these TV productions was not released in the 80s.	Dynasty	The Cosby Show	Saturday Night Live	L.A. Law	Saturday Night Live
History	Michael Keatons debut was in the 80s.	False	True			False
History	What Celtic chieftain fought Julius Caesar in Gaul, in the first century B.C.?	Vercingetorix	Odoacer	Hasdrubal	Leonidas	Vercingetorix
History	What Merovingian became king in the fifth century A.D.?	Arpad	Clovis	Ethelred	Belisarius	Clovis
History	Archaic French is still spoken in the area of this once French colony, lost to the British in 1763.	Quebec	Senegal ( West Africa)	Haiti	Cambodia	Quebec
History	In what year did the French Revolution begin?	1789	1693	1724	1637	1789
History	In what year was Napoleon Bonaparte crowned emperor of France?	1807	1804	1810	1801	1804
History	In what year did the French pull out of Indochina?	1949	1964	1954	1970	1954
History	What statesman became the first President, under the Fifth Republic of France, in 1959?	Albert Lebrun	Vincent Auriol	Charles De Gaulle	Rene Coty	Charles De Gaulle
History	In what year was Francois Mitterrand elected President of  France?	1975	1987	1993	1981	1981
History	What French monarch was known as the Sun King?	Louis X	Charles VII	Louis XIV	Henry III	Louis XIV
History	Although he spent 32 years as a criminal, this Wild West rogue killed only a single person. He was mainly engaged in robbing banks and became the first criminal to use an automobile for his escape.	Burt Alvord	Henry Starr	Cherokee Bill	Frank Canton	Henry Starr
History	This man killed his first victim at the age of 12. By the time he was 15 he had become an expert shot. As he was almost 6 feet tall, strong and quick in shooting, people were afraid of him. However, the $1,300 reward made some ordinary citizens work out an elaborate plan to capture him.	Dutch Charley	Billy the Kid	Butch Cassidy	Cherokee Bill	Cherokee Bill
History	This famous outlaw was very friendly and most of his shooting was done in self defense. He became an outlaw after someone murdered his employer, Tunstall, whom he loved as a father. At Tunstalls funeral, this outlaw swore that he would kill every man who had been involved in the Tunstalls murder.	Jesse James	Billy the Kid	Juan Flores	Frank Jackson	Billy the Kid
History	While in charge of the guardhouse at San Carlos, this outlaw left his post to chase a man whom he considered responsible for his fathers death. When he came back, he argued with his superior and shot him in the leg. Arizona territorial legislature offered a $5,000 cash reward, but he was never captured.	Johnny Behind the Deuse	Pearl Hart	Apache Kid	Frank Jackson	Apache Kid
History	His first crime was breaking into a store and taking a pair of pants, leaving a message that he would pay later.  He went on to steal cattle from farmers, and later robbed the San Miguel Valley Bank robbery in Telluride, escaping with $20,000.	Daniel Boone	Pancho Villa	Butch Cassidy	Buffalo Bill	Butch Cassidy
History	Although this criminal, who acted with his brother, would rob banks and trains, he was a favourite of the press of his day. In various journalistic materials he was often presented as the contemporary Robin Hood. It was a fact that he preferred to rob rich people, but it was simply because they had more money.	Jesse James	Bill Miner	Joaquin Murieta	Jim Reed	Jesse James
History	After his father was killed, this man sought revenge. He joined Quantrills fighting force. It was reported that he often frothed at his mouth in his almost psychopathic rage in battles. Some sources say he had a silk string with knots for every shot Yankee.	Jim Murphy	Billy the Kid	William Bloody Bill Anderson	Sundance Kid	William Bloody Bill Anderson
History	This man was known as the Mexican Robin Hood. He set up a band of 5 members, all with the same first name. His band is credited with stealing more than $100,000 in gold and over 100 horses.	Belle Star	Nathaniel Reed Texas Jack	George Newcomb Bitter Creek	Joaquin Murietta	Joaquin Murietta
History	This criminal was active during the Gold Rush. He was famous for leaving poems in the place of the gold that he had stolen. He never robbed valuables from the passengers of the stagecoaches, he preferred treasure boxes.	Henry Clay White	Cyrus Skinner	Bob Younger	Black Bart	Black Bart
History	This man was nicknamed the King of the Cowboys after he took part in the gun fight at the OK Corral in Tombstone, Arizona. When in 1879 he went West in Arizona, he achieved still more infamy, as the main antagonist of Wyatt Earp.	Johnny Ringo	Tom Starr Uncle Tom	Jim Murphy	Lee H. Musgrove	Johnny Ringo
History	In August of 2005, a Category 4  hurricane devastated the Gulf coast of the U.S.,  leaving much of the city of New Orleans flooded and without power.  Name the hurricane responsible for this widespread swath of destruction.	Rita	Louise	Katrina	Isabella	Katrina
History	On May 22, 1987, a multiple vortex tornado devastated this small Texas town.	Saragosa	Texarcico	Northumberland	Zeetop	Saragosa
History	The towns of Dana, Enfield, Greenwich, and Prescott, Massachusetts were all disincorporated on April 28, 1938, because of the following.	It was agreed upon by a consensus of the 4 towns populace, to disincorporate due to flagging economic conditions.	All 4 towns were destroyed in a massive fire, and the area was rebuilt as a distant suburb of Boston.	The land was needed for a large reservoir.	A major railroad company secured rights to the land and built a rail line through the heart of all 4 towns.	The land was needed for a large reservoir.
History	Jonestown, Guyana, home to the Peoples Temple religious cult,  was virtually wiped off the map in November of 1978, when the cult leader induced 900 of his followers to drink cyanide laced Kool - Aid.  What was this cult leaders name?	Rev Dr. Parker Smalling	Rev. Alloyuishius Gant	Rev. Jim Jones	Rev. Donald Dunforth	Rev. Jim Jones
History	Muscogee, Florida was once a thriving village located 20 miles NW of Pensacola, Florida.  It was founded in 1857, yet by 1928 it was all but abandoned.  What was the cause of this towns demise?	It was a haven for circus performers until 1925, when the circus left for Sarasota, and the performers followed.	It was a lumber mill town, and in 1928, the mills were sold.	It was a town largely dependent on the fishing industry, which experienced an economic downturn in the early 1920s.	It was flooded to make way for a canal which is part of the Inter - Coastal Waterway.	It was a lumber mill town, and in 1928, the mills were sold.
History	Sinepuxent, a town on the eastern shore of Maryland, was destroyed by a tornado in 1818, and never rebuilt.	False	True			False
History	Napoleon, Arkansas, a once thriving river town situated near the confluence of the Arkansas and Mississippi rivers, was flooded by the two rivers, but was successfully rebuilt.	Yes	No			No
History	New Burlington, Ohio was once a community located in NW Clinton County, Ohio.  It was flooded when the U.S. Government  flooded Caesar Creek in order to construct a reservoir.  When did this take place?	1960s	Late 1880s	1970s	1930s	1970s
History	Achilles, Kansas was a thriving town whose heyday ran from the 1870s to approximately 1915.   By the year 1930, it was all but defunct.  What was responsible for this towns demise?	It became one of the casualties of The Great Depression.	It was largely devastated by a tornado in late 1915, and never recovered economically.	It was bypassed by the railroad.	It was requisitioned by the U.S. Army Corp. of Engineers, and slated to be flooded in 1930.	It was bypassed by the railroad.
History	In 1988, this talk show host once brought out 67 pound of animal fat to show how much weight they lost.	Oprah Winfrey	Johnny Carson	David Letterman	Rikki Lake	Oprah Winfrey
History	This musician sang about an Uptown Girl in 1983.	Bryan Adams	Paul Simon	Elton John	Billy Joel	Billy Joel
History	Mr. Rogers, from the childrens television show Mr. Rogers Neighborhood, once donated a sweater his mother made him to the Smithsonian National Museum of American History.	False	True			True
History	Amy Carter, daughter of former president Jimmy Carter, was arrested in 1987 for protesting against campus CIA recruitment.	False	True			True
History	This group is known for their 1984 song Were Not Gonna Take It.	Quiet Riot	Ratt	Rough Cutt	Twisted Sister	Twisted Sister
History	What term did hippies use to refer to the institutions and structures they rejected?	The Power	The System	The Reign	The Establishment	The Establishment
History	The term Summer of Love, associated with the hippie counterculture movement, refers to the summer of what year?	1965	1971	1970	1967	1967
History	Which of these artists did not participate in the Woodstock festival, an event regarded as the high point of the hippie movement?	Jimi Hendrix	Bob Dylan	Joe Cocker	Janis Joplin	Bob Dylan
History	In this 1979 movie, Claude Bukowski, a boy from Oklahoma, visits New York City and befriends a group of hippies before being sent to an Army training camp.	The Misfits	Hair	The Strawberry Statement	Yellow Submarine	Hair
History	Which American novelist, held Acid Tests in the 1960s, together with his circle of friends, known as the Merry Pranksters?	Norman Mailer	Kurt Vonnegut	Joseph Heller	Ken Kesey	Ken Kesey
History	The Free Speech Movement was a student protest that began in 1964 on the campus of which university?	University of California, Berkeley	California State University, Los Angeles	Anderson University, Indiana	Florida International University	University of California, Berkeley
History	Which British band released the hit single Hippy Hippy Shake in 1963?	The Swinging Blue Jeans	The Kinks	The Rolling Stones	The Hollies	The Swinging Blue Jeans
History	Which of these 1960s famous hippie gatherings did not take place in San Francisco?	The Human Be-In	The Summer of Love	Nambassa	The Love Pageant Rally	Nambassa
History	Which 1970 book includes advice on such topics as growing marijuana, starting a pirate radio station and stealing food?	To Sail Beyond the Sunset	Stranger in a Strange Land	The Cat Who Walks Through Walls	Steal This Book	Steal This Book
History	In 1969, John Lennon and Yoko Ono held two, week-long Bed-Ins for Peace. In which city was their first Bed-In?	Amsterdam	Los Angeles	Montreal	New York City	Amsterdam
History	The Vietnam War is viewed not just as a conflict between South Vietnam and North Vietnam, but as a conflict of ideology between the communist block and western values. Which of these countries did not belong to the coalition of forces that supported the western-oriented, South Vietnam?	The United Kingdom	Australia	New Zealand	South Korea	The United Kingdom
History	This Academy Award-winning film, directed by Oliver Stone, is based on the autobiographical book of Ron Kovic, a Vietnam War veteran, who became an anti-war activist.	Born on the 4th of July	Platoon	Apocalypse Now	Hair	Born on the 4th of July
History	This is the code name of the bombing operation in North Vietnam, carried out by the US armed forces, which lasted between 1965 and 1968.	Operation Farmgate	Operation Rolling Thunder	Operation Urgent Fury	Operation Arc Light	Operation Rolling Thunder
History	This US President introduced his policy of ‘vietnamization’- enabling the South Vietnamese to take more responsibility for fighting the war on their own.	Lyndon Johnson	Richard Nixon	Harry Truman	John Kennedy	Richard Nixon
History	This communist offensive, launched on January 30, 1968, which comprised attacks on major cities and military bases throughout South Vietnam, was named after an important Vietnamese public holiday.	Tet Offensive	Ram offensive	Ngay Offensive	Ong offensive	Tet Offensive
History	Shooting at anti-war demonstrators at this university on May 4, 1970, triggered a nationwide student strike across America.	University of Maryland	Western Washington University	Kent State University	University of Montana	Kent State University
History	Name the route running from South Vietnam through Laos and Cambodia into North Vietnam, used by North Vietnamese for sending soldiers to the south and for supplying the NLF (National Liberation Front ).	Bao Dai Trail	Diem Trail	Chi Thien Trail	Ho Chi Minh Trail	Ho Chi Minh Trail
History	This American diplomat and statesman served as a National Security Advisor and later as a Secretary of State. He was awarded the 1973 Nobel Peace Prize for his role in negotiating a ceasefire and US withdrawal from the war in Vietnam.	Dean Rusk	Henry Kissinger	Robert McNamara	William Westmoreland	Henry Kissinger
History	This American was sentenced to life in prison, because in 1968 he led the My Lai massacre of Vietnamese civilians, including women, children and elderly men.	Clark Clifford	John Kerry	William Calley	Ernest Medina	William Calley
History	In this film, set during the Vietnam war, the following words are delivered by Lieutenant Colonel Bill Kilgore:  You smell that? Do you smell that? Napalm, son. Nothing else in the world smells like that. I love the smell of napalm in the morning.	The Deer Hunter	Apocalypse Now	Platoon	Casualties of War	Apocalypse Now
History	Two months after South Carolina seceded from the Union on December 21, 1860, Mississippi, Florida, Alabama, Georgia, and North Carolina voted to secede as well.	True	False			False
History	What Union General in charge was defeated during the First Battle of Bull Run, the first major land battle of the American Civil War?	Fremont	Hunter	McClellan	McDowell	McDowell
History	During the American Civil War, in April 1862, Union Flag Officer David Farragut, who was in command of the West Gulf Blockading Squadron, took control of which vital port of the South?	Tampa	New Orleans	Mobile	Charleston	New Orleans
History	After the death of this Confederate general on on May 10, 1863, General Lee remarked, I have lost my right arm.	Pickett	Jackson	Boregaurd	Armstrong	Jackson
History	What African American Regiment helped to assault Fort Wagner in South Carolina during the American Civil War?	31st Connecticut	22nd Pennsylvania	52nd New York	54th Massachusetts	54th Massachusetts
History	Which general commanded the Confederate forces at the Battle of Gettysburg, that started on July 1, 1863?	George Meade	George Pickett	Robert E. Lee	James Longstreet	Robert E. Lee
History	Ulysses S. Grant and Robert E. Lee served together in which military conflict, regarded as a prelude to the American Civil War?	Indian War	Mexican War	Harpers Ferry	Bleeding Kansas	Mexican War
History	What play was President Lincoln watching at Fords Theatre, when he was assassinated by a Southern sympathizer from Maryland?	Othello	Our American Cousin	Our Fair Lady	Macbeth	Our American Cousin
History	The Battle of Worcester, the Battle of Hopton Heath, and the Battle of Winceby are just three of the battles during this civil war.	Irish Civil War	English Wars of the Roses	American Civil War	English Civil War	English Civil War
History	The Battle of Grunwald, the Battle of Chojnice, and the Battle of Swiecin are three battles fought during this war.	Breton War of Succession	Onin War	War of Scottish Independence	Thirteen Years War	Thirteen Years War
History	The Battle of Ludford Bridge, the First Battle of St Albans, and the Battle of Blore Heath are three battles fought during this war.	Norman Conquest	Hundred Years War	Swabian War	Wars of the Roses	Wars of the Roses
History	The Battle of Sandepu, the Battle of Mukden, and the Battle of Dairen are just three of the battles fought during this war.	Russo-Japanese War	Long March in China	Second Sino-Japanese War	First Sino-Japanese War	Russo-Japanese War
History	The Battle of Passchendaele, the Battle of Cer, and the Battle of the Frontiers were fought during this war.	WWI	Turco-Italian War	Polish-Soviet War	Czechoslovak-Polish War	WWI
History	The Battle of El Alamein, the Battle of Narvik, and the Battle of Crete were fought during this war.	WWI	WWII	Great Poland Uprising	Polish-Lithuanian War	WWII
History	The Battle of the Nile, the Battle of Radzyn, and the Battle of Aspern-Essling.	The Great Game	Napoleonic Wars	Wars of Scottish Independence	Ten Great Campaigns	Napoleonic Wars
History	The Battle of Custoza, the Battle of Palestro, and the Battle of Calatafimi.	Italian Independence wars	Turco-Italian War	Italian Wars	Second Italo-Abyssinian War	Italian Independence wars
History	The Battle of Uji, the Battle of Dan-no-ura, and the Battle of Muroyama were all fought during this war.	First Sino-Japanese War	Genpei War	Wars of Sengoku Period in Japan	Russo-Japanese War	Genpei War
History	The Battle of Ap Bac, the Battle of Dak To, and the Battle of Hamburger Hill.	Korean War	Ogaden War	Vietnam War	Indonesia-Malaysia confrontation	Vietnam War
History	The allies of WW2 initially consisted of three countries, which were later joined by others. Which of these countries never joined the Allies?	Japan	Italy	China	France	Japan
History	Which was the formal reason for the end of World War II, on September 2, 1945?	The surrender of Germany	The number of civilians that had died	The usage of an increased number of atomic weapons	The formal surrender of Japan	The formal surrender of Japan
History	What two countries were invaded by Germany on 9 April 1940?	Norway and Great Britain	Norway and France	France and Denmark	Norway and Denmark	Norway and Denmark
History	In which month of 1940 did the Soviet Union occupy Latvia, Lithuania, and Estonia?	May	June	August	September	June
History	On 28 October 1940, launching the invasion from bases in Albania, Italy invaded this country.	Greece	Bulgaria	Checzoslovakia	France	Greece
History	Nazi Germanys attempt at invading the Soviet Union, known as Operation Barbarossa, started on what date?	22 July, 1941	22 June, 1941	22 June, 1940	22 August, 1941	22 June, 1941
History	This strategic meeting between the heads of the governments of the United Kingdom and the United States took place from December 22, 1941 to January 14, 1942.	The Arcadia Conference	The Yalta Conference	The Allied Conference	The Strategic Conference	The Arcadia Conference
History	What happened on July 14,1789?	Japan opened ports to international shipping	Argentina gained independence from Spanish rule	The American Revolution ended	A mob of French peasants stormed the Bastille and started the French Revolution	A mob of French peasants stormed the Bastille and started the French Revolution
History	Which of these events occurred on November  22, 1963?	The United States bombed North Vietnam for the first time	Robert F. Kennedy was assassinated in Los Angeles	John F. Kennedy was assassinated in Dallas	The Beatles performed first concert in the US	John F. Kennedy was assassinated in Dallas
History	The date November 11, 1918 is famous with what event?	The first case of Asian flu was reported in the USA	Marie Curie discovered Radium	World War I ended	Adolf Hitler was born	World War I ended
History	What historical event took place on October 14, 1066 AD?	The Vikings landed in America	The Muslims retook Jerusalem	The Chinese first used fireworks in battle	England was conquered by the Normans in the Battle of Hastings	England was conquered by the Normans in the Battle of Hastings
History	What happened on July 4, 1826?	Andrew Jackson resigned as President	Russia declared war on Turkey, starting the Crimean War	The Mexican army crossed into Texas	Both Thomas Jefferson and John Adams died	Both Thomas Jefferson and John Adams died
History	What historical event occurred on March 15, 44 BC?	Julius Caesar was assassinated by members of the Roman senate	The first calendar was started by the Mayans in Central America	Korea gained independence from Japan	Mark Antony married Cleopatra	Julius Caesar was assassinated by members of the Roman senate
History	Which of these events took place on June 18, 1815?	The noble gas Neon was discovered	Russia claimed the territory of Alaska	Napoleon was beaten at Waterloo	Andrew Jackson and his troops defeated the British at New Orleans	Napoleon was beaten at Waterloo
History	Which of the following events happened on March,1692?	An earthquake in Mexico killed over 10,000	The Salem witch trials began in New England	General Braddock was killed by the French	The Indians sold Manhattan Island to the Dutch	The Salem witch trials began in New England
History	The date July 2, 1937 is remembered with what event?	Japan bombed Shanghai, off the coast of China, killing over 2,000	Amelia Earhart and her co-pilot disappeared flying across the Pacific Ocean	The Spanish Civil War ended	Charles Lindbergh crossed the Atlantic	Amelia Earhart and her co-pilot disappeared flying across the Pacific Ocean
History	Which of these events occurred on December 29, 1170 AD?	Thomas Becket, Archbishop of Canterbury, was slain in his church	Mongols crossed the Danube river into Hungary	Danish ships landed at Greenland and claimed it as a province	Black Plague began in Genoa, Italy	Thomas Becket, Archbishop of Canterbury, was slain in his church
History	With what nations military did the US conduct desert exercises in 1981?	Iraq	Saudi Arabia	Egypt	Iran	Egypt
History	The US mining of what nations harbors created a congressional frenzy in April of 1984 and was  a case heard by the International Court of Justice?	Japan	Qatar	Panama	Nicaragua	Nicaragua
History	The US Federal Governments deficit in 1983 exceeded $250 billion?	False	True			False
History	In what state was Claus von Bulow prosecuted?	Rhode Island	Arkansas	Illinois	Virginia	Rhode Island
History	President Reagan was shot in 1981 as he left this hotel.	Ritz-Carlton, Washington DC	The Washington Hilton	The St. Regis Washington DC	Park Hyatt, Washington	The Washington Hilton
