Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Humanities	The music for Swan Lake, one of the most critically-acclaimed ballets, was written by this composer.	Aram Khachaturian	Pyotr Ilyich Tchaikovsky	Stern	Nikolai Rimsky-Korsakov	Pyotr Ilyich Tchaikovsky
Humanities	Violin virtuoso Itzach Perlman is a cousin of this entertainer.	Neil Sedaka	Howie Mandel	Bob Dylan	Isaac Stern	Howie Mandel
Humanities	How many reeds does an oboe have?	3	2	1	0	2
Humanities	In what country was composer and pianist, Frederic Chopin born?	France	Poland	Switzerland	Belgium	Poland
Humanities	Which of the following is a type of plaster used to paint on?	Obsidium	Obstantium	Gesso	Gelato	Gesso
Humanities	Which painter and founder of cubism would not divorce his first wife, Olga Khoklova, so she would not get half his wealth?	Picasso	Klee	Cezanne	Remington	Picasso
Humanities	This photographer, who taught at MIT for 10 years, developed the Zone System.	Minor White	Alfred Stieglitz	Paul Curtis	Barbara Morgan	Minor White
Humanities	Which of the following group of animals is not referred to as a herd?	Rhinoceroses	Boars	Chinchillas	Walruses	Rhinoceroses
Humanities	Which prefix means under?	Supra-	Sub-	Un-	Super-	Sub-
Humanities	Which suffix means fear?	-itis	-phobia	-philia	-mony	-phobia
Humanities	Which prefix means within?	intra-	inter-	pseudo-	hemi-	intra-
Humanities	When prefix means high?	Apo-	Peri-	Alti-	Pleo-	Alti-
Humanities	All but one of the following suffixes changes the word from an adjective or a verb into a noun.  Which is the odd one?	-ous	-ion	-ity	-ness	-ous
Humanities	Which suffix means foot?	-morph	-flex	-pus	-fer	-pus
Humanities	Which suffix means one who?	-able	-ship	-ous	-er	-er
Humanities	Which prefix means across a distance?	TELE-	PALEO-	PHILO-	PROTO-	TELE-
Humanities	Which of the following prefixes does not mean not?	A-	In-	Non-	Pan	Pan
Humanities	Which prefix means together?	CO-	PROTO-	SOLI-	HETERO-	CO-
Humanities	Freya was the goddess of this.	Poetry	The flowers	Love and beauty	Old age and madness	Love and beauty
Humanities	There were two major clans of Norse gods - Vanir and �sir.	False	True			True
Humanities	Odins favorite pets were these creatures.	Ravens	Bats	Hawks	Snakes	Ravens
Humanities	What did god Tyr sacrifice in order to bind the evil Fenris wolf?	His hand	His eye	His head	His leg	His hand
Humanities	Which of the following gods was famous for his talent to quickly transform his appearance?	Fenrir	Loki	Asgard	Hel	Loki
Humanities	God Ori was a giant.	False	True			False
Humanities	Goddess Skadi was not permitted to look at the gods faces, while choosing her husband among them.	True	False			True
Humanities	Norse mythology associates the aurora with this beautiful goddess.	Frigg	Freya	Elli	Eir	Freya
Humanities	He was the first man, according to Norse mythology.	Annar	Ask	Arvak	Aud	Ask
Humanities	In what movie does a character say,  Yo, Adrian.?	The Godfather	Rocky	New York, New York	On the Waterfront	Rocky
Humanities	Yo-Yo Ma is considered by most to be the best musician in the world to play this instrument. Yo-Yo Mas nickname for his instrument is Petunia. What type of instrument is Petunia?	Classical Guitar	Flute	Violin	Cello	Cello
Humanities	If a person is downright, then he is this.	Candid	Cordial	Gentle	Compassionate	Candid
Humanities	A playwright is someone who writes for the theatre. One of the following famous Greeks was not a playwright.	Aeschylus	Sophocles	Aristophanes	Tyrtaeus	Tyrtaeus
Humanities	One of these is not a spright.	A dwarf.	A specter or ghost.	An elflike person.	A soul.	A dwarf.
Humanities	If he denied the charges outright, then his denial cannot be described as this.	Open	Complete	Immediate	Kind	Kind
Humanities	In the UK one of these parties is not considered right-winged.	United Kingdom Independence Party	Scottish National Party	Conservative Party	Democratic Unionist Party	Scottish National Party
Humanities	Dexter from Dexters Lab was right-handed.	True	False			False
Humanities	Which of these languages is not an official national language in a South American country?	English	Dutch	German	Guarani	German
Humanities	What language has the most native speakers in the world?	English	Spanish	Arabic	Mandarin	Mandarin
Humanities	What movie features an actor speaking one of the Khoisan languages of southwestern Africa, which have a range of click sounds (sounds which are not found outside this region)?	A Dry White Season	The Gods Must Be Crazy	Cry Freedom	Hotel Rwanda	The Gods Must Be Crazy
Humanities	The largest language family (a group of historically related languages) is the Indo-European family, which includes well-known European languages such as English, French and Russian. Which of the following languages is NOT a member of this family?	Hindi	Hebrew	Armenian	Kurdish	Hebrew
Humanities	What European language is not related to any other language in the world?	English	Greek	Hungarian	Basque	Basque
Humanities	The Romance languages are all descended from Latin, and form a branch of the Indo-European family. It is common knowledge that languages such as French, Spanish, Italian and Portuguese are related and are Romance languages. There is another major European language which is also a member of this branch. What is it?	Romanian	Irish	Hungarian	Bulgarian	Romanian
Humanities	The Chinese language is related to Japanese.	False	True			False
Humanities	What language has contributed the following words to the English language: ketchup, gong, orangutan, amok, bamboo, cockatoo, mango, paddy, gingham, compound (as in military compound) and cooties?	Portuguese	Chinese	Malay	Hindi	Malay
Humanities	What language has contributed the following words to English: bungalow, jungle, thug, khaki, cot, loot, sentry, shampoo, and bangle?	Portuguese	Chinese	Malay	Hindi	Hindi
Humanities	The nation of Singapore has four official languages. However, all education is conducted in this language, by law.	Tamil	Malay	Chinese	English	English
Humanities	Zeus, Hades, and Poseidon are brothers.	False	True			True
Humanities	Which goddess was Apollos sister?	Athena	Hestia	Hera	Artemis	Artemis
Humanities	Zeus was married to this goddess.	Athena	Hestia	Hera	Demeter	Hera
Humanities	Hades is considered one of the Twelve Olympians.	Yes	No			No
Humanities	What is the name of the daughter of the goddess, Demeter?	Aphrodite	Hestia	Luna	Persephone	Persephone
Humanities	What is the name of the 3 headed dog that guards the Underworld?	Romulus	Cerberus	Grendel	Remus	Cerberus
Humanities	The city of Athens was almost named after Poseidon, rather than Athena.	True	False			True
Humanities	Hermes is the Greek god of shepards, land travel, weights and measures, oratory, literature, merchants and athletics. His Roman equivalent however, is usually considered to be just the god of trade, profit and travel. Who is the Roman god in question?	Mercury	Juno	Saturn	Mars	Mercury
Humanities	Dionysus is the Greek god of wine. Who is the Roman god of wine?	Mars	Cacius	Aurora	Bacchus	Bacchus
Humanities	Cupid is the Roman counterpart of Aphrodite, the Greek goddess of love.	True	False			False
Humanities	Hephaestus is the Greek God of fire and the patron of blacksmiths. Who is the Roman god of fire and craftsmanship?	Vulcan	Vitrus	Spock	Theia	Vulcan
Humanities	The Greek goddess of flowers is Chloris. Who is the Roman goddess of flowers, the personification of spring?	Diana	Flora	Fauna	Gaia	Flora
Humanities	Poseidon, the Greek god of the sea, was very popular and powerful among Greek sailors. His Roman equivalent was inferior in power and popularity. Who was the Roman god of the sea?	Orion	Neptune	Mars	Saturn	Neptune
Humanities	Hades, the Greek god of the Underworld, is known as Pluto in Roman mythology.	False	True			True
Humanities	Eros is the Greek personification of the dawn and his siblings are the sun (Helios) and the moon (Selene). Who is the Roman personification of the dawn, whose siblings are Sol (sun) and Luna (moon).	Aurora	Gaia	Celeste	Hestasia	Aurora
Humanities	Which one of these words means sooty or murky; having a dark or dusky color?	Fuliginous	Inkhorn	Somnolent	Alfresco	Fuliginous
Humanities	Hemidemisemiquaver is a musical time meaning 1/64 of a note.	False	True			True
Humanities	Which word means a group of unofficial often secret and scheming advisers?	Pratfall	Estival	Xeriscape	Camarilla	Camarilla
Humanities	The word thimblerig means to play by the rules, to be fair.	True	False			False
Humanities	What word means to be not reputable or decent?	Louche	Jocose	Prehensile	Demulcent	Louche
Humanities	Prothalamion is a funeral song.	False	True			False
Humanities	What word means melancholy, gloomy, or having a peevish temperament?	Wimple	Golconda	Askew	Atrabilious	Atrabilious
Humanities	Aparatchik is a blindly devoted official, follower or member of an organization.	False	True			True
Humanities	What word means a defamatory falsehood published for political effect?	Roorback	Anabasis	Roister	Cineast	Roorback
Humanities	The word henotheism means denial of the existence of gods other than ones own.	False	True			False
Humanities	It is estimated that this country has more English speakers than the United States.	India	Japan	China	UK	China
Humanities	The Mazateco language is the native language of the Mazatec peoples of Oaxaca, Mexico. Besides by words, messages in this language can be conveyed by what other means?	By clicking ones tongue	By tramping	By whistling	By singing	By whistling
Humanities	The creator of the most widely used constructed international language, Esperanto, philologist L. L. Zamenhof, had what other profession?	Psychologist	Librarian	Ophthalmologist	Cook	Ophthalmologist
Humanities	Which of the following languages does not use a definite article?	German	French	Modern Greek	Russian	Russian
Humanities	In which country should you be careful with any objects labelled gift (when the word is used as a noun)?	Finland	Germany	Sweden	Norway	Germany
Humanities	Which of these words begins with one and the same sound in a great percentage of the languages in the world?	Bread	Smile	Mother	Love	Mother
Humanities	Which is the only South American country that uses English as its official language?	Brazil	Ecuador	Guyana	Suriname	Guyana
Humanities	Most of the traditional Indo-European languages capitalise I, the pronoun denoting the first person singular.	False	True			False
Humanities	Which is the common official language of Austria, Liechtenstein, and Switzerland?	German	English	Swedish	French	German
Humanities	What is the country with the greatest number of official languages?	India	South Africa	USA	China	India
Humanities	Which Broadway show features the character of Billy Bigelow as the male lead?	Carousel	South Pacific	A Chorus Line	Oklahoma	Carousel
Humanities	Which Rogers and Hammerstein musical features the comic character Ado Annie?	Carousel	MAME	Barnum	Oklahoma	Oklahoma
Humanities	The character of Professor Harold Hill was created by composer Meredith Willson for which musical about Mid-West small town life in the turn of the 20th century?	Kiss Me Kate	The Music Man	Guys and Dolls	Life on the Mississippi	The Music Man
Humanities	Carrie Pepperidge is the comic relief in which Rogers and Hammerstein show?	Hello Dolly	Mame	Carousel	Oklahoma	Carousel
Humanities	Shoeless Joe Hardy sold his soul to the devil in which 50s musical revised in the 1990s?	Damn Yankees	The Redhead	Candide	Annie Get Your Gun	Damn Yankees
Humanities	Charlemange of the Holy Roman Empire was a character in which Fosse musical?	Pippin	Spamalot	Camelot	A Little Night Music	Pippin
Humanities	Marian the Librarian is the main love interest in which show?	Chicago	Me and My Girl	The Music Man	The Will Rogers Follies	The Music Man
